Ensembl.Transcript.ID	Ensembl.Gene.ID	Associated.Gene.Name	HGNC.symbol	EntrezGene.ID	Length	NumReads	Expected_FPKM	star.htseq.u.count	star.htseq.u.FPKM	star.htseq.ine.count	star.htseq.ine.FPKM	star.htseq.is.count	star.htseq.is.FPKM	tophat.htseq.u.count	tophat.htseq.u.FPKM	tophat.htseq.ine.count	tophat.htseq.ine.FPKM	tophat.htseq.is.count	tophat.htseq.is.FPKM	star.cufflinks.NumReads	star.cufflinks.FPKM	star.cufflinks.mr.NumReads	star.cufflinks.mr.FPKM	tophat.cufflinks.NumReads	tophat.cufflinks.FPKM	tophat.cufflinks.mr.NumReads	tophat.cufflinks.mr.FPKM	sailfish.RPKM	sailfish.NumReads	sailfish.FPKM	sailfish.bc.RPKM	sailfish.bc.NumReads	sailfish.bc.FPKM
ENST00000561509	ENSG00000205457	TP53TG3C	TP53TG3C	102724127;102724101;102723655;24150;653550;729355	2029	85189	861.7949164	0	0	0	0	0	0	0	0	0	0	0	0	58526.71053	592.072	0	0	56131.36123	567.84	0	0	166.852	31431.8	158.9862861	396.849	38527.5	194.8772943
ENST00000623024	ENSG00000279767	AL513523.2		NA	1186	36517	631.9938573	0	0	2348	40.6364591	42	0.726887258	0	0	138	2.388343848	44	0.761500937	34470.88076	596.582	34430.54988	595.884	31531.1759	545.705	31522.10435	545.548	365.573	38771.3	335.5043328	215.165	12128.1	104.9495399
ENST00000623042	ENSG00000278848	TP53TG3C	TP53TG3C	653550;24150	2031	80375	812.2945085	0	0	0	0	0	0	0	0	0	0	0	0	59168.68928	597.977	0	0	57743.83661	583.577	0	0	709.813	133854	676.384878	1688.32	164072	829.0810861
ENST00000596542	ENSG00000269307	CTD-2278I10.6		NA	1207	28624	486.7719091	0	0	6482	110.2311178	5677	96.54150811	0	0	7166	121.8630345	7141	121.4378914	35196.43854	598.541	35196.43854	598.541	34905.88935	593.6	34459.74551	586.013	523.091	56549.9	480.8360604	309.799	17776.5	151.1511466
ENST00000461287	ENSG00000204422	XXbac-BPG32J3.20		NA	2332	68974	607.0987257	0	0	7457	65.63538721	4995	43.96523523	0	0	7851	69.10331568	7760	68.30234743	68122.95998	599.608	68122.95998	599.608	74815.53113	658.515	71941.13504	633.215	663.907	144713	636.8709796	1691.25	188945	831.5326697
ENST00000340457	ENSG00000267368	UPK3BL	UPK3BL	100134938;102724187	1342	45110	689.9581769	0	0	981	15.00441081	981	15.00441081	0	0	768	11.74657237	768	11.74657237	40221.27178	615.185	25615.86056	391.795	38580.21434	590.085	20159.05036	308.333	647.076	78484.4	600.2100813	345.173	22057	168.6810852
ENST00000341305	ENSG00000261509	TP53TG3B	TP53TG3B	102724127;102724101;24150;653550;729355;102723655	2034	51127	515.9431089	0	0	0	0	0	0	0	0	0	0	0	0	61941.44296	625.076	0	0	62314.03737	628.836	0	0	119.198	22513	113.5938664	292.225	28440.8	143.5037727
ENST00000623491	ENSG00000275034	TP53TG3C	TP53TG3C	653550;24150	2026	27207	275.640907	0	0	0	0	0	0	0	0	0	0	0	0	61848.83669	626.606	0	0	62363.38329	631.819	0	0	976.075	183589	929.9929884	2321.4	225033	1139.932742
ENST00000623927	ENSG00000223802	CERS1	CERS1	10715;2657	2558	71316	572.2540709	0	0	1445	11.59497353	1441	11.56287672	0	0	1444	11.58694933	1444	11.58694933	78837.36107	632.607	78837.36107	632.607	74698.25848	599.394	74450.88189	597.409	113.248	27184.3	109.0661727	253.863	31132.4	124.9063509
ENST00000433395	ENSG00000249624	AP000295.9		NA	1000	22900	470.0433762	0	0	6832	140.2330282	6293	129.1695618	0	0	7583	155.6479878	7534	154.6422182	31086.90185	638.087	31086.90185	638.087	29437.66938	604.235	29109.45009	597.498	514.739	45241.5	464.3115154	218.632	10359.3	106.3170381
ENST00000553909	ENSG00000259171	RNASE4		6038	1498	38921	533.3037425	0	0	6311	86.47465171	5586	76.54054895	0	0	7099	97.27199373	7099	97.27199373	47832.42752	655.41	47832.42752	655.41	45288.09356	620.547	45058.20365	617.397	563.211	76892.7	526.7999882	281.64	20119.3	137.8394438
ENST00000565081	ENSG00000132207	SLX1A	SLX1A	548593;79008;101929864	1558	77981	1027.362718	0	0	0	0	0	0	0	0	0	0	0	0	50519.46432	665.57	15268.25321	201.152	49199.49274	648.18	10387.015	136.844	677.782	96505.9	635.7097479	337.986	25123.9	165.4977378
ENST00000331733	ENSG00000214447	FAM187A	FAM187A	388389	3397	14986	90.55087182	0	0	0	0	0	0	0	0	0	0	0	0	110802.3223	669.508	110802.3223	669.508	105002.9369	634.466	104774.2184	633.084	306.446	98668.9	298.0967208	802.181	130883	395.4213852
ENST00000395138	ENSG00000261052	SULT1A3	SULT1A3	6818	1326	59079	914.5175964	0	0	0	0	0	0	0	0	0	0	0	0	43399.90975	671.812	7.25259E-06	1.12267E-07	44891.16551	694.896	6.67163E-06	1.03274E-07	609.845	73015.8	565.1266433	320.495	20232.4	156.5944398
ENST00000369929	ENSG00000166160	OPN1MW2	OPN1MW2	101060233;728458	1261	28465	463.3386791	0	0	0	0	0	0	0	0	0	0	0	0	41538.65907	676.145	0	0	58412.94643	950.816	0	0	596.524	67634.2	550.4574195	316.56	18990.1	154.5555568
ENST00000355096	ENSG00000279195	PRAMEF6;		NA	1311	45163	707.1027816	0	0	0	0	0	0	0	0	0	0	0	0	43322.96905	678.294	35054.9982	548.845	38925.93302	609.451	24605.7863	385.245	1169.67	138330	1082.894491	657.281	41016.9	321.0943038
ENST00000452392	ENSG00000250264	TAP2		NA	2705	80792	613.0607955	0	0	8731	66.2520275	8161	61.92678919	0	0	9531	72.32253741	9527	72.29218486	89642.28843	680.218	89642.28843	680.218	86478.798	656.213	84495.43907	641.163	627.415	159613	605.5826861	1450.16	188136	713.8009074
ENST00000525596	ENSG00000214940	NPIPA8	NPIPA8	NA	1565	62462	819.2265123	0	0	0	0	0	0	47	0.616433129	47	0.616433129	46	0.60331753	52361.54499	686.753	0	0	43109.50818	565.407	54.27331441	0.711827	863.001	123468	809.6783567	452.849	33815.2	221.7532929
ENST00000354249	ENSG00000196408	NOXO1	NOXO1	124056	1618	46606	591.2426682	0	0	0	0	0	0	0	0	0	0	0	0	54492.68683	691.293	54492.68683	691.293	53387.13545	677.268	52138.98567	661.434	452.575	67091.7	425.5618989	233.308	18018.9	114.2936801
ENST00000556710	ENSG00000258465	DCAF8	DCAF8	NA	2635	83166	647.8398353	0	0	6964	54.24760856	5015	39.0654447	0	0	8358	65.10647793	8355	65.08310877	89286.52372	695.517	89237.99822	695.139	89219.76907	694.997	87447.8183	681.194	663.625	164289	639.8826366	2296.52	290173	1130.183179
ENST00000514019	ENSG00000270386	UGT2A1	UGT2A1	10941	2376	72021	622.1787378	0	0	7369	63.65969813	7369	63.65969813	0	0	8248	71.25324877	8248	71.25324877	81724.9821	706.01	81389.52085	703.112	78731.5287	680.15	77133.16812	666.342	614.522	136589	589.986057	2486.72	283098	1222.820818
ENST00000503143	ENSG00000251380	DCANP1	DCANP1	140947	3135	97628	639.203732	0	0	136	0.890438271	136	0.890438271	0	0	136	0.890438271	136	0.890438271	109099.1112	714.309	109099.1112	714.309	103312.9448	676.425	103312.9448	676.425	650.744	192875	631.4091235	1875.13	282214	923.8755379
ENST00000330330	ENSG00000174876	AMY1B	AMY1B	278;277;276	1862	68244	752.2934011	0	0	0	0	0	0	2415	26.62195305	2415	26.62195305	2356	25.97156165	64928.97974	715.75	0	0	50379.62683	555.364	2649.419875	29.2061	221.871	38178	210.4291767	286.713	25522.4	140.6741479
ENST00000599996	ENSG00000269547	CTC-360G5.8		NA	1967	67820	707.7108929	0	0	11282	117.7291993	8208	85.65159258	0	0	11852	123.6772265	11657	121.6423751	68835.23426	718.305	68835.23426	718.305	74572.58187	778.175	71082.16243	741.752	823.632	150170	783.5221526	1246.87	117317	612.1093986
ENST00000533518	ENSG00000255439	RP11-196G11.1		NA	2362	73528	638.9624174	0	0	6795	59.04892865	6637	57.67589985	0	0	1359	11.80978573	1359	11.80978573	82699.35461	718.662	82674.03831	718.442	79611.80249	691.831	78412.27048	681.407	614.99	135852	590.2807252	1261.72	142786	620.4091484
ENST00000320431	ENSG00000176020	AMIGO3	AMIGO3	386724	2862	89324	640.6207302	0	0	354	2.538844415	354	2.538844415	0	0	354	2.538844415	354	2.538844415	100646.5967	721.825	100646.5967	721.825	95279.1036	683.33	95279.1036	683.33	654.243	176469	632.8069703	1515.56	208113	746.2804063
ENST00000624207	ENSG00000280267	RP13-221M14.1		645359;441873	1863	87364	962.5473661	0	0	0	0	0	0	24	0.264423982	24	0.264423982	1	0.011017666	65682.7866	723.671	0	0	64065.11185	705.848	26.92966023	0.296702	952.603	164010	903.5036944	1251.98	111508	614.2789461
ENST00000428358	ENSG00000243207	PPAN-P2RY11	PPAN-P2RY11	692312	2661	84526	652.0004532	0	0	9839	75.89419183	8844	68.2191516	0	0	10656	82.19620979	10605	81.80281577	93985.58677	724.968	93985.58677	724.968	90851.77454	700.795	89968.14139	693.979	678.369	169661	654.3492469	1540.14	196536	758.0008581
ENST00000555531	ENSG00000256206	PSMA1		5682	1221	35306	593.519931	0	0	15791	265.4583706	12625	212.2355727	0	0	16838	283.0592137	16607	279.1759331	43147.12307	725.335	43147.12307	725.335	42882.35184	720.884	41973.70645	705.609	637.144	69750.9	586.2820676	347.987	20203.1	169.8145148
ENST00000474455	ENSG00000205670	SMIM11	SMIM11	54065;102723553	1857	44820	495.4073015	0	0	0	0	0	0	0	0	0	0	0	0	66545.41017	735.544	0	0	63556.88122	702.511	0	0	1270.92	218070	1205.192662	1627.83	144512	798.6646582
ENST00000624304	ENSG00000273590	SMIM11	SMIM11	NA	1863	68665	756.5280309	0	0	0	0	0	0	0	0	0	0	0	0	66818.59886	736.185	0	0	63782.20257	702.731	0	0	37.4509	6447.94	35.52062442	47.6727	4246.01	23.39055985
ENST00000420239	ENSG00000279765	CHD2	CHD2	1106	1506	46847	638.4975975	0	0	135	1.839972157	115	1.56738369	0	0	134	1.826342734	133	1.812713311	54066.99748	736.902	54066.99748	736.902	54394.81766	741.37	53203.64474	725.135	674.048	92551.4	630.7111079	338.918	24342	165.8837121
ENST00000624020	ENSG00000279934	RBMY1A1	RBMY1A1	NA	1491	30402	418.5303589	0	0	0	0	0	0	0	0	0	0	0	0	53977.61402	743.085	6627.685522	91.2403	38415.82471	528.853	4573.966917	62.9677	1371.75	186341	1282.635445	676.377	48089.1	331.0102672
ENST00000375880	ENSG00000263020	CSNK2B-LY6G5B-1181		NA	2487	80401	663.5721031	0	0	7601	62.73319431	6917	57.08794962	0	0	8590	70.89568993	8587	70.87093008	90477.70643	746.738	90477.70643	746.738	86894.5257	717.165	86289.67539	712.173	666.434	155352	641.0819104	2063.3	245956	1014.972079
ENST00000464755	ENSG00000276490	RP11-400G3.5		NA	2395	77874	667.4049444	0	0	8128	69.65954475	6702	57.43827127	0	0	8183	70.13091224	8183	70.13091224	88550.15642	758.903	86457.46862	740.968	75810.37245	649.719	64537.04514	553.103	718.377	161006	689.9363104	2683.48	307960	1319.657567
ENST00000330398	ENSG00000185883	ATP6V0C	ATP6V0C	527	1175	33948	593.0328917	0	0	10677	186.5150284	9865	172.3303133	0	0	11018	192.47191	10940	191.1093389	44224.00533	772.543	44224.00533	772.543	41716.62948	728.742	41607.75003	726.84	627.546	65881.1	575.4338878	298.959	16692.4	145.7986073
ENST00000517506	ENSG00000265817	FSBP	FSBP	100861412	2472	82613	685.9656703	0	0	301	2.499312054	301	2.499312054	0	0	301	2.499312054	301	2.499312054	93119.62689	773.206	93119.62689	773.206	89333.57025	741.769	88141.64346	731.872	704.576	163211	677.6000328	2875.85	340733	1414.614775
ENST00000380593	ENSG00000241690	TMEM239		100288797	1866	59879	658.666164	0	0	9200	101.1995643	8807	96.87658289	0	0	10444	114.8835054	10442	114.8615055	70804.39576	778.845	70804.39576	778.845	67493.65424	742.427	67088.37976	737.969	737.15	127132	699.2229894	906.283	80850.1	444.6736354
ENST00000389919	ENSG00000255073	ZFP91-CNTF	ZFP91-CNTF	NA	2319	79826	706.5551622	0	0	8812	77.99669393	8393	74.28804496	0	0	9527	84.3252954	9459	83.72341442	88117.29536	779.943	88117.29536	779.943	86877.23623	768.967	85720.89466	758.732	727.79	157714	697.9783583	2431.39	270105	1195.375455
ENST00000395650	ENSG00000205560	CPT1B	CPT1B	1375	2662	91691	707.0027658	0	0	12714	98.0339746	11226	86.56043722	0	0	13242	102.1052298	13176	101.5963229	101503.4853	782.664	101503.4853	782.664	97733.27503	753.593	95500.92566	736.38	736.126	184178	710.0716287	1879.76	239966	925.1541902
ENST00000622749	ENSG00000277150	F8A3	F8A3	474383;474384	1759	48837	569.8828573	0	0	0	0	0	0	0	0	0	0	0	0	67151.65237	783.598	0	0	65188.60129	760.691	0	0	500.092	81022	472.7260977	1650.55	138717	809.3498814
ENST00000461548	ENSG00000256566	RP4-734P14.4		NA	823	23009	573.8526131	0	0	10650	265.6147737	7930	197.7770099	0	0	10974	273.6954485	10882	271.4009359	31577.93948	787.565	31577.93948	787.565	31698.58732	790.574	30725.74629	766.311	646.648	45657.6	569.3583612	159.081	6177.64	77.0362653
ENST00000569360	ENSG00000261459	ZNF747		65988	1515	47914	649.1607456	0	0	4359	59.05772196	3936	53.32672485	0	0	4336	58.74610746	4260	57.71642476	58733.03715	795.742	57798.09671	783.075	54420.73782	737.317	51592.59279	699	685.016	94659.4	641.2443824	364.029	26303.7	178.1872678
ENST00000624283	ENSG00000279309	RBMY1D	RBMY1D	NA	1491	56369	776.0061115	0	0	0	0	0	0	0	0	0	0	0	0	58174.23849	800.858	11208.48059	154.302	42218.30513	581.2	1345.980876	18.5295	2157.06	293019	2016.92894	1063.6	75619.8	520.511513
ENST00000624402	ENSG00000279292	NLGN4Y	NLGN4Y	NA	2451	77931	652.633545	0	0	2750	23.0298886	2543	21.29636608	0	0	3309	27.71123687	3309	27.71123687	96416.20671	807.438	96908.2955	811.559	94267.78121	789.446	89908.12052	752.936	795.013	182530	764.2991939	2716.7	319121	1336.240196
ENST00000432920	ENSG00000255835	RP4-559A3.7		NA	1625	57224	722.8152411	0	0	9760	123.281783	8565	108.1873434	0	0	9153	115.6145656	9098	114.9198424	65148.48278	822.912	62740.73954	792.499	59883.47911	756.408	51729.23106	653.409	759.107	113052	713.9985726	391.416	30362.3	191.7581189
ENST00000590045	ENSG00000186919	ZACN	ZACN	353174	2651	94574	732.2586065	0	0	84	0.650387241	84	0.650387241	0	0	84	0.650387241	84	0.650387241	107375.3905	831.376	107375.3905	831.376	101623.3957	786.84	101623.3957	786.84	375.004	93422.8	361.6726021	834.127	106040	410.5182325
ENST00000572144	ENSG00000141086	CTRL	CTRL	1506	2360	84193	732.2618972	0	0	1375	11.95895275	1375	11.95895275	0	0	1375	11.95895275	1375	11.95895275	95644.56849	831.861	95644.56849	831.861	91540.133	796.163	90878.67249	790.41	753.251	166248	722.964355	1668.45	188653	820.3972046
ENST00000449574	ENSG00000235718	MFRP	MFRP	NA	2280	81850	736.8622221	0	0	0	0	0	0	0	0	0	0	0	0	93041.52892	837.615	93041.52892	837.615	89126.76784	802.372	86463.31294	778.394	749.631	159592	718.3708965	1590.61	173706	781.902194
ENST00000599405	ENSG00000269433	OPN1MW	OPN1MW	101060233;2652;728458	1998	33728	346.4954691	0	0	0	0	0	0	0	0	0	0	0	0	81755.11289	839.889	0	0	63673.94296	654.137	0	0	295.683	54806.2	281.5183227	497.631	47566.7	244.3318019
ENST00000624382	ENSG00000279362	DKFZP686J19100		NA	921	27766	618.8083194	0	0	2252	50.18930833	1943	43.3027647	0	0	2600	57.94502738	2598	57.90045429	38060.08729	848.228	38060.08729	848.228	36650.08881	816.804	35391.03341	788.744	684.171	54854.8	611.2620939	215.176	9374.53	104.4629611
ENST00000623769	ENSG00000280343	RBMY1E	RBMY1E	NA	1491	75372	1037.611677	0	0	0	0	0	0	0	0	0	0	0	0	61844.65958	851.387	13734.24227	189.073	47542.15544	654.491	10043.55464	138.265	1552.44	210887	1451.592195	765.478	54424	374.6150953
ENST00000367974	ENSG00000188931	CFAP126	CFAP126	257177	774	22354	592.8116646	0	0	0	0	0	0	0	0	0	0	0	0	32347.72829	857.838	32347.72829	857.838	31680.93003	840.155	31063.79379	823.789	417.115	27455	364.0432194	115.701	4219.23	55.94544063
ENST00000382659	ENSG00000242389	RBMY1E	RBMY1E	378950;378949;378948;5940	1921	69602	743.6983346	0	0	2453	26.210339	2393	25.56923817	0	0	2060	22.01112855	2058	21.98975852	80650.43353	861.751	11183.23304	119.493	69318.86189	740.673	8986.726762	96.0233	441.555	78523.9	419.5144799	939.194	86281.1	460.9573746
ENST00000383020	ENSG00000242875	RBMY1B	RBMY1B	378949;378948	1921	70061	748.602756	0	0	0	0	0	0	0	0	0	0	0	0	81415.33661	869.924	0	0	59988.69149	640.98	0.000118781	1.26918E-06	357.414	63560.6	339.5729459	783.134	71944.3	384.3629213
ENST00000403751	ENSG00000242441	GTF2A1L	GTF2A1L	11036	1639	59567	745.9835129	0	0	2290	28.67866847	1925	24.10761432	0	0	2692	33.71308974	2692	33.71308974	69576.43247	871.336	69324.42496	868.18	68261.37804	854.867	66844.99359	837.129	745.449	112037	701.5441002	444.817	34805.3	217.9409737
ENST00000303766	ENSG00000169800	RBMY1F	RBMY1F	159163	1887	92337	1004.3991	0	0	172	1.870936301	170	1.849181227	0	0	0	0	0	0	80483.38789	875.461	830.1419987	9.0299	86422.60025	940.065	0.000135121	1.46978E-06	2126.53	371110	2018.38131	2743.6	247541	1346.318148
ENST00000382707	ENSG00000234414	RBMY1A1	RBMY1A1	5940	1921	42135	450.213059	0	0	154	1.645492134	136	1.453161885	0	0	66	0.705210915	66	0.705210915	82006.35128	876.239	705.1193475	7.53421	62027.24758	662.762	290.2148786	3.10095	0.314829	55.9876	0.299114141	0.736187	67.6314	0.361321223
ENST00000586529	ENSG00000267303	CTD-2369P2.12		NA	1850	69011	765.6830741	0	0	6327	70.19861775	5601	62.14358433	0	0	6814	75.6019253	6814	75.6019253	79803.78801	885.43	79803.78801	885.43	77461.12958	859.438	76868.07431	852.858	810.264	138475	768.1961114	919.893	81353.4	451.3115402
ENST00000558530	ENSG00000259399	TGIF2-C20orf24	TGIF2-C20orf24	100527943	918	28520	637.6895419	0	0	12027	268.9162735	10128	226.4558093	0	0	12420	277.7035102	11955	267.3063981	39814.25093	890.222	39814.25093	890.222	37932.13263	848.139	37464.99089	837.694	852.228	68079.4	761.1066164	269.616	11707.3	130.8839897
ENST00000480294	ENSG00000272162	RP11-637O19.3		NA	1589	66805	862.9537609	0	0	10058	129.9242411	8049	103.9729784	0	0	6916	89.33744795	5820	75.1798651	69192.63174	893.796	69176.76179	893.591	77285.2951	998.333	74960.15525	968.298	907.63	131981	852.432455	462.837	35097.6	226.6866695
ENST00000623992	ENSG00000280290	CDY2A	CDY2A;CDY2B	NA	1626	65163	822.5891631	0	0	0	0	0	0	0	0	0	0	0	0	70836.97994	894.215	0	0	68126.33454	859.997	0	0	800.54	119301	753.0017782	430.458	33411.5	210.8860689
ENST00000382680	ENSG00000244395	RBMY1D	RBMY1D	378949	1921	99679	1065.071496	0	0	819	8.751026351	742	7.928280284	0	0	86	0.918911192	86	0.918911192	83973.31176	897.256	3728.614724	39.8403	77552.16895	828.646	375.2545437	4.0096	0.271241	48.2361	0.257701699	0.645169	59.2699	0.316649851
ENST00000622951	ENSG00000279820	CDY2B	CDY2B;CDY2A	NA	1626	39214	495.0203557	0	0	0	0	0	0	0	0	0	0	0	0	71996.31993	908.85	0	0	69496.07473	877.288	0	0	800.54	119301	753.0017782	430.458	33411.5	210.8860689
ENST00000427497	ENSG00000264187	RP11-45M22.4		NA	1693	62218	754.3302832	0	0	16725	202.7736987	12219	148.1430089	0	0	16947	205.465224	16650	201.8643996	75494.6312	915.296	75494.6312	915.296	76558.96746	928.2	74498.67178	903.221	855.664	133115	806.9423289	1291.7	104440	633.1146515
ENST00000369880	ENSG00000214435	AS3MT	AS3MT	57412	2404	92807	792.4077704	0	0	708	6.045068814	613	5.233936699	0	0	721	6.15606584	720	6.147527608	107251.4679	915.738	101890.6396	869.966	106478.24	909.136	98089.97023	837.515	856.377	192688	822.6074998	3142.89	362049	1545.629321
ENST00000558325	ENSG00000259371	RP11-468E2.6		NA	850	26493	639.7564431	0	0	9683	233.8263556	8619	208.1327439	0	0	10890	262.9731501	10773	260.1478187	38294.18466	924.733	38294.18466	924.733	36096.12638	871.654	35777.05407	863.949	714.602	52339.8	631.9541819	186.354	7479.78	90.31135485
ENST00000414629	ENSG00000226941	RBMY1J	RBMY1J	159163;378951	1921	66305	708.4698439	0	0	6	0.064110083	6	0.064110083	20	0.213700277	176	1.880562439	9	0.096165125	87557.39696	935.552	25.98181001	0.277616	74960.68892	800.956	78.55226124	0.839332	72.4938	12891.9	68.87506509	151.073	13878.7	74.14705092
ENST00000601870	ENSG00000268614	CTD-2207O23.10		NA	942	34617	754.2945676	0	0	14294	311.4621876	11107	242.0183656	0	0	15151	330.1359735	15148	330.0706043	43200.61073	941.329	43200.61073	941.329	45357.22452	988.321	44249.63776	964.187	831.71	68389.7	745.0960394	281.755	12561	136.8503057
ENST00000552941	ENSG00000125954	CHURC1-FNTB	CHURC1-FNTB	NA	1847	69447	771.7720544	0	0	7494	83.28163601	5332	59.25509517	0	0	7716	85.74874612	7688	85.43757908	85099.23121	945.717	85099.23121	945.717	84715.09027	941.448	82972.91347	922.087	804.183	137200	762.3592514	1069.69	94446.2	524.7954397
ENST00000591656	ENSG00000267335	CTB-60B18.6		NA	786	38162	996.5774038	0	0	1	0.026114391	1	0.026114391	0	0	1261	32.93024753	331	8.643863546	36236.95403	946.306	4.786517832	0.124997	25953.35232	677.756	1290.52596	33.7013	1005.57	67366.4	879.6162677	233.89	8664.78	113.1377281
ENST00000374127	ENSG00000243251	PGBD3	PGBD3	267004	2212	89660	831.9860923	0	0	4341	40.28163759	4341	40.28163759	0	0	4341	40.28163759	4341	40.28163759	103843.4262	963.599	103843.4262	963.599	98287.10739	912.04	98172.55189	910.977	858.814	177133	821.8391283	3574.06	378574	1756.459418
ENST00000369505	ENSG00000274791	F8A2	F8A2	474384;474383	1116	91690	1686.398599	0	0	0	0	0	0	0	0	0	0	0	0	52846.24741	971.969	0	0	52384.75229	963.481	0	0	1981.49	196604	1808.009108	882.53	46761.2	430.0252055
ENST00000584895	ENSG00000215472	RPL17-C18orf32	RPL17-C18orf32	NA	1440	67856	967.2265688	0	0	13060	186.1586151	10172	144.9927591	0	0	9649	137.537862	8707	124.1104948	69018.64268	983.799	66885.92376	953.399	58178.25692	829.279	54956.09748	783.35	1024.42	134057	955.4312967	526.812	36157.6	257.6971188
ENST00000622727	ENSG00000269502	DMRTC1	DMRTC1	63947	1524	73396	988.5300587	0	0	0	0	0	0	145	1.952924662	145	1.952924662	145	1.952924662	73313.95202	987.425	0	0	72165.34141	971.955	220.48275	2.96956	871.995	121264	816.6188147	424.224	30837.7	207.6679478
ENST00000295314	ENSG00000163157	TMOD4	TMOD4	29765	1267	49284	798.4207012	0	0	0	0	0	0	0	0	0	0	0	0	61561.24328	997.317	61561.24328	997.317	58728.59784	951.427	56861.91597	921.186	846.606	96484.8	781.5463606	451.054	27189	220.2363896
ENST00000472595	ENSG00000184911	DMRTC1B	DMRTC1B	728656;63947	1524	49341	664.5465915	0	0	0	0	0	0	140	1.885582433	140	1.885582433	140	1.885582433	74434.71978	1002.52	0	0	72890.66637	981.724	210.0390803	2.8289	871.995	121264	816.6188147	424.224	30837.7	207.6679478
ENST00000425876	ENSG00000250506	CDK3	CDK3	NA	1582	64411	835.710805	0	0	61	0.791454241	61	0.791454241	0	0	61	0.791454241	61	0.791454241	77294.51286	1002.87	77294.51286	1002.87	74165.64467	962.274	73305.73772	951.117	879.238	127251	825.5192099	446.312	33693.6	218.5814968
ENST00000589807	ENSG00000267120	AD000671.6		NA	1925	84268	898.533777	0	0	19193	204.651336	17813	189.9366565	0	0	20005	213.3095387	19428	207.1570966	94449.76358	1007.1	94449.76358	1007.1	93103.30815	992.743	91455.05615	975.168	971.654	173173	923.2555048	1503.02	138368	737.6959323
ENST00000254627	ENSG00000253117	OC90	OC90	729330	1782	79493	915.6376502	0	0	2566	29.55639126	2344	26.99929116	0	0	3005	34.61299912	3002	34.57844371	88055.10582	1014.26	88055.10582	1014.26	89901.70541	1035.53	87940.50725	1012.94	956.965	157191	905.2998244	1210.95	103116	593.8692208
ENST00000542739	ENSG00000215113	CXorf49B	CXorf49B	100132994;100130361	1715	57739	691.0470036	0	0	0	0	0	0	955	11.42988082	955	11.42988082	86	1.029287697	85654.28334	1025.15	0	0	82388.28297	986.061	97.75191167	1.16994	938.349	147994	885.6302521	1043.94	85517	511.7534648
ENST00000623700	ENSG00000280001	DDX3Y	DDX3Y	NA	1983	87789	908.6985656	0	0	0	0	0	0	0	0	0	0	0	0	100076.9129	1035.89	100076.9129	1035.89	96569.30836	999.583	94464.66835	977.798	943.157	173437	897.6178856	2003.85	190088	983.7946265
ENST00000415669	ENSG00000228727	SAPCD1	SAPCD1	401251	916	32830	735.6612212	0	0	52	1.165226424	52	1.165226424	0	0	52	1.165226424	52	1.165226424	46312.50964	1037.78	46312.50964	1037.78	43277.77242	969.777	42587.62329	954.312	678.87	54098.3	606.1227755	214.556	9295.74	104.1504027
ENST00000439838	ENSG00000249590	RP4-539M6.19		NA	1470	61632	860.580262	0	0	11577	161.6520264	9362	130.723527	0	0	12119	169.2200836	12062	168.424181	74550.21867	1040.96	74550.21867	1040.96	71898.96493	1003.94	70162.75898	979.697	910.081	121761	850.0869133	466.536	32696.6	228.2746673
ENST00000512790	ENSG00000272869	CTC-487M23.8		NA	1850	83793	929.6906555	0	0	12141	134.7054557	10204	113.2142715	0	0	11558	128.2370198	8313	92.23346126	93901.91945	1041.85	93735.17899	1040	58539.15149	649.497	57367.55188	636.498	1545.6	264144	1465.350378	2060.46	182223	1010.890052
ENST00000589262	ENSG00000188629	ZNF177	ZNF177	7730	1920	83690	894.694554	0	0	0	0	0	0	0	0	0	0	0	0	97765.51886	1045.17	97765.51886	1045.17	93399.5252	998.495	92539.70273	989.303	938.852	166869	891.9631111	1760.88	161682	864.2370946
ENST00000592091	ENSG00000267740	AC024592.12		NA	2118	95943	929.8005377	0	0	16262	157.5979107	14176	137.3821167	0	0	6777	65.67710249	6541	63.38998486	109480.0008	1060.99	107055.1145	1037.49	101385.5242	982.545	94016.34663	911.129	963.063	189794	919.6635672	1654.5	167737	812.7844282
ENST00000513963	ENSG00000251569	RP11-724O16.1		NA	1935	92667	982.9843165	0	0	12958	137.4546578	9741	103.3296667	0	0	13451	142.684257	13446	142.6312184	101052.949	1071.94	100410.0202	1065.12	102058.8215	1082.61	99394.72056	1054.35	1021.61	183074	970.9976084	2269.87	210061	1114.132693
ENST00000621802	ENSG00000277611	RP1-138B7.6		NA	566	20272	735.1612728	0	0	11377	412.5853296	8300	300.9983507	0	0	12319	446.7468291	12314	446.5655048	29708.92359	1077.39	29174.79774	1058.02	34387.28145	1247.05	33060.92867	1198.95	880.045	40049.6	726.1965991	136.695	3611.51	65.48545502
ENST00000548326	ENSG00000111786	SRSF9	SRSF9	283459;8683	1704	74852	901.6464418	0	0	0	0	0	0	0	0	0	0	0	0	90171.42595	1086.18	90149.01135	1085.91	85162.17901	1025.84	84527.92898	1018.2	472.31	73984.1	445.5959795	570.556	46435.3	279.6733756
ENST00000535490	ENSG00000215115	CXorf49	CXorf49	100132994;100130361	1715	92082	1102.07988	0	0	0	0	0	0	1723	20.62165932	1723	20.62165932	56	0.670233849	90858.79518	1087.44	0	0	87524.19785	1047.53	63.65237457	0.761821	938.349	147994	885.6302521	1043.94	85517	511.7534648
